Faction,Tier,Name
Cavalcade of the Tenth Plague,elite,Hannah the Drowned Judgment
Cavalcade of the Tenth Plague,elite,Malachi the Ashen Plague
Cavalcade of the Tenth Plague,elite,Raphael the Judgment Walker
Cavalcade of the Tenth Plague,elite,Nathan the Iron End
Cavalcade of the Tenth Plague,elite,Jonah the End Twice Spoken
Cavalcade of the Tenth Plague,elite,Judah the Walking Seal
Cavalcade of the Tenth Plague,elite,Noemi the Cycle Bound
Cavalcade of the Tenth Plague,elite,Sarah the Broken Cycle
Cavalcade of the Tenth Plague,elite,Mark the Hollow Plague
Cavalcade of the Tenth Plague,elite,Hosea the Hollow Cycle
Cavalcade of the Tenth Plague,elite,Breath the Silent Cataclysm
Cavalcade of the Tenth Plague,elite,Eremiel the Silent Plague
Cavalcade of the Tenth Plague,elite,Ash the Hollow Cycle
Cavalcade of the Tenth Plague,elite,Veil the Ash Born Catastrophe
Cavalcade of the Tenth Plague,elite,Malchor the Ashen Plague
Cavalcade of the Tenth Plague,elite,Sariel the Cycle Completed
Cavalcade of the Tenth Plague,elite,Severus the Silent Sickness
Cavalcade of the Tenth Plague,elite,Sear the Ashen Warning
Cavalcade of the Tenth Plague,elite,Abigail the Iron Afflicted
Cavalcade of the Tenth Plague,elite,Iron the Cycle Unending
Cavalcade of the Tenth Plague,elite,Micah the Tenth Plague Eternal
Cavalcade of the Tenth Plague,elite,Mary the Hollow End
Cavalcade of the Tenth Plague,elite,Talia the Broken Warning
Cavalcade of the Tenth Plague,elite,Adrian the Red Cycle
Cavalcade of the Tenth Plague,elite,Eliana the Broken Mercy
Cavalcade of the Tenth Plague,elite,Levi the Final Affliction
Cavalcade of the Tenth Plague,elite,Damian the Judgment Walker
Cavalcade of the Tenth Plague,elite,Rachel the Red Cataclysm
Cavalcade of the Tenth Plague,elite,Miriam the Final Seal
Cavalcade of the Tenth Plague,elite,Mask the Tenth Born
Cavalcade of the Tenth Plague,elite,Smoke the Walking Seal
Cavalcade of the Tenth Plague,elite,Baruch the Red Cataclysm
Cavalcade of the Tenth Plague,elite,Magdalena the Mercy Broken
Cavalcade of the Tenth Plague,elite,Joram the Iron Afflicted
Cavalcade of the Tenth Plague,elite,Joanna the Cycle Completed
Cavalcade of the Tenth Plague,elite,Tenth the Judgment Sealed
Cavalcade of the Tenth Plague,elite,Naomi the Silent Affliction
Cavalcade of the Tenth Plague,elite,Simon the Ashen Plague
Cavalcade of the Tenth Plague,elite,Elisabet
Cavalcade of the Tenth Plague,elite,Eliana the Iron Afflicted
Cavalcade of the Tenth Plague,elite,Cassiel the Silent Cataclysm
Cavalcade of the Tenth Plague,elite,Gershon the Plague That Counts
Cavalcade of the Tenth Plague,elite,Psalm the Silent Affliction
Cavalcade of the Tenth Plague,elite,Keren the Drowned Judgment
Cavalcade of the Tenth Plague,elite,Drain the Hollow Plague
Cavalcade of the Tenth Plague,elite,Sixth the Walking Curse
Cavalcade of the Tenth Plague,elite,Wound the Hollow End
Cavalcade of the Tenth Plague,elite,Third the Broken Mercy
Cavalcade of the Tenth Plague,elite,Hosea the Final Warning
Cavalcade of the Tenth Plague,elite,Joel the Red Cycle
Cavalcade of the Tenth Plague,elite,Lydia the Ash Crowned
Cavalcade of the Tenth Plague,elite,Matthias the Judgment Walker
Cavalcade of the Tenth Plague,elite,Lucian
Cavalcade of the Tenth Plague,elite,Seraphina the Silent Plague
Cavalcade of the Tenth Plague,elite,Zechariah the Cycle Completed
Cavalcade of the Tenth Plague,elite,Abigail the Broken Warning
Cavalcade of the Tenth Plague,elite,Adrian the Broken Warning
Cavalcade of the Tenth Plague,elite,Mark the Ash Marked
Cavalcade of the Tenth Plague,elite,Deborah the Ninth Cycle
Cavalcade of the Tenth Plague,elite,Azrael the Ashen Warning
Cavalcade of the Tenth Plague,elite,Cry the Black Bell
Cavalcade of the Tenth Plague,elite,Micah the Final Affliction
Cavalcade of the Tenth Plague,elite,Dust the Hollow End
Cavalcade of the Tenth Plague,elite,Ash the Black Bell
Cavalcade of the Tenth Plague,leader,Commander of the Tenth Cycle Damian
Cavalcade of the Tenth Plague,leader,Warden of the Final Catastrophe Lucian
Cavalcade of the Tenth Plague,leader,High Strategos of the Final Sickness Keren
Cavalcade of the Tenth Plague,leader,The Hollow Warden of Mercy Deborah
Cavalcade of the Tenth Plague,leader,The Ashen Executor of Endings Cyprian
Cavalcade of the Tenth Plague,leader,The Iron Plague Confessor Mordecai
Cavalcade of the Tenth Plague,leader,Lord of the Walking Plagues Omen
Cavalcade of the Tenth Plague,leader,The Ash Crowned Plague Lord Keziah
Cavalcade of the Tenth Plague,leader,The Ashen Warning Marshal Azrael
Cavalcade of the Tenth Plague,leader,The Hollow Warden of Mercy Miriam
Cavalcade of the Tenth Plague,leader,The Ninth Death Herald Plague
Cavalcade of the Tenth Plague,leader,Lord of the Walking Plagues Lucian
Cavalcade of the Tenth Plague,leader,The Walking Judgment Strategos Psalm
Cavalcade of the Tenth Plague,leader,The End Cycle Strategist Naomi
Cavalcade of the Tenth Plague,leader,The Final Plague Confessor Eighth
Cavalcade of the Tenth Plague,leader,The Silent Cataclysm Executor Tamar
Cavalcade of the Tenth Plague,leader,The Ashen Executor of Endings Rot
Cavalcade of the Tenth Plague,leader,The Silent Affliction General Abigail
Cavalcade of the Tenth Plague,leader,High Herald of the Tenth Plague Breath
Cavalcade of the Tenth Plague,leader,The Ash Crowned Plague Lord Eremiel
Cavalcade of the Tenth Plague,leader,The Hollow Warden of Mercy Psalm
Cavalcade of the Tenth Plague,leader,The Walking Curse Commander Crown
Cavalcade of the Tenth Plague,leader,Lord of the Walking Plagues Joram
Cavalcade of the Tenth Plague,leader,High Herald of the Tenth Plague Amos
Cavalcade of the Tenth Plague,leader,The Ninth Seal Breaker Abigail
Cavalcade of the Tenth Plague,leader,High Herald of the Tenth Plague Joanna
Cavalcade of the Tenth Plague,leader,The Final Warning Marshal End
Cavalcade of the Tenth Plague,leader,The Silent End Herald Zillah
Cavalcade of the Tenth Plague,leader,The Silent Cataclysm Executor Seraphina
Cavalcade of the Tenth Plague,leader,Keeper of the Last Affliction Cycle Aaron
Cavalcade of the Tenth Plague,leader,Warden of the Final Catastrophe Micah
Cavalcade of the Tenth Plague,leader,The Final Warning Marshal Bartholomew
Cavalcade of the Tenth Plague,leader,The Drowned Mercy Strategist Cassian
Cavalcade of the Tenth Plague,leader,The Ashen Judgment Strategos Adrian
Cavalcade of the Tenth Plague,leader,Warden of the Final Catastrophe Sickness
Cavalcade of the Tenth Plague,leader,The Ninth Catastrophe Executor Valeria
Cavalcade of the Tenth Plague,leader,The Broken Judgment Keeper Rachel
Cavalcade of the Tenth Plague,leader,The Hollow Cycle Keeper Gabriel
Cavalcade of the Tenth Plague,leader,The Ashen Warning Marshal Fourth
Cavalcade of the Tenth Plague,leader,The Silent Tenth Herald Cassia
Cavalcade of the Tenth Plague,leader,The Catastrophe Choir Warden Sear
Cavalcade of the Tenth Plague,leader,The Iron Cataclysm Keeper Severus
Cavalcade of the Tenth Plague,leader,The Ninth Seal Breaker Vespera
Cavalcade of the Tenth Plague,leader,The Walking Curse Commander Orpha
Cavalcade of the Tenth Plague,leader,The Silent Bell of Disaster Levi
Cavalcade of the Tenth Plague,leader,The Ashen Judgment Strategos Aurelia
Cavalcade of the Tenth Plague,leader,The Ninth Death Herald Obadiah
Cavalcade of the Tenth Plague,leader,The End Cycle Strategist Curse
Cavalcade of the Tenth Plague,leader,The Final Plague Confessor Azor
Cavalcade of the Tenth Plague,leader,The Broken Mercy Executor Wound
Cavalcade of the Tenth Plague,leader,The Broken Mercy Executor Tamar
Cavalcade of the Tenth Plague,leader,The Plague That Walks Commander Azrael
Cavalcade of the Tenth Plague,leader,The Red Judge of Contagion Delilah
Cavalcade of the Tenth Plague,leader,The Ashen Warning Marshal Ignatius
Cavalcade of the Tenth Plague,leader,The Iron Cataclysm Keeper Seventh
Cavalcade of the Tenth Plague,leader,The Second Death Herald Echo
Cavalcade of the Tenth Plague,leader,The Silent End Herald Cinder
Cavalcade of the Tenth Plague,leader,The Silent End Herald Crown
Cavalcade of the Tenth Plague,leader,The Ninth Seal Breaker Mark
Cavalcade of the Tenth Plague,leader,The End Cycle Strategist Jezebel
Cavalcade of the Tenth Plague,leader,The Hollow Warning Keeper Cassian
Cavalcade of the Tenth Plague,leader,The Ninth Death Herald Drain
Cavalcade of the Tenth Plague,leader,The Iron Mask of Judgment Second
Cavalcade of the Tenth Plague,leader,The Walking Curse Commander Severus
Cavalcade of the Tenth Plague,leader,The Ashen Executor of Endings Azrael
Cavalcade of the Tenth Plague,leader,The Final Warning Marshal Esther
Cavalcade of the Tenth Plague,leader,The Fevered Executor of Cycles Last
Cavalcade of the Tenth Plague,leader,The Silent Affliction General Elisabet
Cavalcade of the Tenth Plague,leader,The Ninth Seal Breaker John
Cavalcade of the Tenth Plague,leader,The Silent Affliction General Sixth
Cavalcade of the Tenth Plague,leader,The Walking Curse Commander Sickness
Cavalcade of the Tenth Plague,leader,The Hollow Warning Keeper Cassia
Cavalcade of the Tenth Plague,leader,The Broken Judgment Keeper Miriam
Cavalcade of the Tenth Plague,leader,The Silent Bell of Disaster Cassia
Cavalcade of the Tenth Plague,leader,The Red Plague Keeper Eternal Raphael
Cavalcade of the Tenth Plague,leader,The Tenth Plague Marshal Supreme Matthias
Cavalcade of the Tenth Plague,leader,The Iron Plague Confessor Luke
Cavalcade of the Tenth Plague,leader,The Ninth Seal Breaker Elisabet
Cavalcade of the Tenth Plague,leader,The End That Walks Gabriel
Cavalcade of the Tenth Plague,leader,The Black Bell Marshal of Endings Susanna
Cavalcade of the Tenth Plague,leader,The Ash Bell of Final Things Cassian
Cavalcade of the Tenth Plague,leader,The Plague Crowned Executor Tobiasen
Cavalcade of the Tenth Plague,leader,The Ninth Seal Breaker Vespera
Cavalcade of the Tenth Plague,leader,The Final Plague Confessor Mary
Cavalcade of the Tenth Plague,leader,The Iron Cataclysm Keeper Tenth
Cavalcade of the Tenth Plague,leader,High Herald of the Tenth Plague Ezekiel
Cavalcade of the Tenth Plague,leader,The Drowned Mercy Strategist Null
Cavalcade of the Tenth Plague,leader,The Ashen Executor of Endings Dust
Cavalcade of the Tenth Plague,leader,The Ash Crowned Plague Lord Salome
Cavalcade of the Tenth Plague,leader,Warden of the Final Catastrophe Ruth
Cavalcade of the Tenth Plague,leader,The Silent Affliction General Chain
Cavalcade of the Tenth Plague,leader,The Ashen Warning Marshal Mark
Cavalcade of the Tenth Plague,leader,The Iron Silence Confessor Nathan
Cavalcade of the Tenth Plague,leader,The Ash Crowned Plague Lord Hannah
Cavalcade of the Tenth Plague,leader,The Hollow End Confessor Shira
Cavalcade of the Tenth Plague,leader,High Strategos of the Final Sickness Baruch
Cavalcade of the Tenth Plague,leader,The Plague Marshal of Judgment Michal
Cavalcade of the Tenth Plague,leader,The Final Warning Marshal Cassian
Cavalcade of the Tenth Plague,leader,The Ninth Seal Breaker Chain
Cavalcade of the Tenth Plague,leader,The Red Affliction General Hymn
Court of Envy,grunt,Cael Emerald-Touched
Court of Envy,grunt,Amir The Unfulfilled
Court of Envy,grunt,Nura Echo-Favored
Court of Envy,grunt,Nadim Stolen Glory
Court of Envy,grunt,Sabria Twin-Marked
Court of Envy,grunt,Layla Hidden Ambition
Court of Envy,grunt,Selim Hidden Ambition
Court of Envy,grunt,Rune The Jealous
Court of Envy,grunt,Seren Crown-Seeker
Court of Envy,grunt,Talon The Watchful
Court of Envy,grunt,Sorina Emerald-Blessed
Court of Envy,grunt,Noor Reflection Exalted
Court of Envy,grunt,Riven Stolen Glory
Court of Envy,grunt,Lina Desire Eternal
Court of Envy,grunt,Seren Secret-Blessed
Court of Envy,grunt,Kamil Mirror-Blessed
Court of Envy,grunt,Dusk Emerald-Blessed
Court of Envy,grunt,Onyx Shadow Blessed
Court of Envy,grunt,Aisha Stolen Honor
Court of Envy,grunt,Omar Reflection Exalted
Court of Envy,grunt,Nasir The Watchful
Court of Envy,grunt,Basira The Unfulfilled
Court of Envy,grunt,Zephyr Mirror Eternal
Court of Envy,grunt,Winter Echo-Anointed
Court of Envy,grunt,River Coveting Soul
Court of Envy,grunt,Yusef Shadow-Favored
Court of Envy,grunt,Briar The Covetous
Court of Envy,grunt,Yasmin Borrowed Glory
Court of Envy,grunt,Garnet Emerald-Blessed
Court of Envy,grunt,Yusef Borrowed Light
Court of Envy,grunt,Amir Emerald Crowned
Court of Envy,grunt,Murad Crown-Desired
Court of Envy,grunt,Veyn Shadow-Favored
Court of Envy,grunt,Cove Glory-Stealer
Court of Envy,grunt,Kael Mirror-Favored
Court of Envy,grunt,Flint Secret-Blessed
Court of Envy,grunt,Noor The Watchful
Court of Envy,grunt,Mazin Mirror Eternal
Court of Envy,grunt,Imran Coveting Soul
Court of Envy,grunt,Ruqayya Mirror-Blessed
Court of Envy,grunt,Sorina Glory-Stealer
Court of Envy,grunt,Liora Stolen Glory
Court of Envy,grunt,Tarek Echo-Favored
Court of Envy,grunt,Ilyas Reflection Exalted
Court of Envy,grunt,Sorina Coveting Heart
Court of Envy,grunt,Jamila Hidden Flame
Court of Envy,grunt,Sahil Secret-Keeper
Court of Envy,grunt,Arden Crown-Seeker
Court of Envy,grunt,Tahira The Watchful
Court of Envy,grunt,Wren Mirror Chosen
Court of Envy,grunt,Rana Crown-Coveter
Court of Envy,grunt,Zuleika Echo-Anointed
Court of Envy,grunt,Aster Mirror-Thief
Court of Envy,grunt,Cael Reflection Perfected
Court of Envy,grunt,Vesper Desire-Bound
Court of Envy,grunt,Briar Reflection-Touched
Court of Envy,grunt,Rania Glory-Stealer
Court of Envy,grunt,Murad Secret-Keeper
Court of Envy,grunt,Tempest Mirror-Favored
Court of Envy,grunt,Sage Reflection-Touched
Court of Envy,grunt,Indigo Reflection Perfected
Court of Envy,grunt,Ilyas Stolen Birthright
Court of Envy,grunt,River Twin-Marked
Court of Envy,grunt,Safiya Glory-Stealer
Court of Envy,grunt,Sorina Secret Hunger
Court of Envy,grunt,Dusk Hidden Desire
Court of Envy,grunt,Aster Secret Hunger
Court of Envy,grunt,Qasim Mirror Eternal
Court of Envy,grunt,Nizam Twin-Marked
Court of Envy,grunt,Dalia Desire-Bound
Court of Envy,grunt,Zahra Echo-Anointed
Court of Envy,grunt,Aisha Stolen Honor
Court of Envy,grunt,Samir Secret-Keeper
Court of Envy,grunt,Vale Echo-Crowned
Court of Envy,grunt,Darian Emerald-Blessed
Court of Envy,grunt,Tariq Secret-Blessed
Court of Envy,grunt,Talon Emerald Crowned
Court of Envy,grunt,Ilyas Reflection Exalted
Court of Envy,grunt,Azure Coveting Soul
Court of Envy,grunt,Shirin Mirror-Favored
Court of Envy,grunt,Selim Mirror-Blessed
Court of Envy,grunt,Rowan Echo-Favored
Court of Envy,grunt,Kairo Coveting Soul
Court of Envy,grunt,Raif Glory-Stealer
Court of Envy,grunt,Lumen The Jealous
Court of Envy,grunt,Mariam Mirror Chosen
Court of Envy,grunt,Noor Reflection-Bound
Court of Envy,grunt,Kairo Emerald-Blessed
Court of Envy,grunt,Ayman Mirror-Blessed
Court of Envy,grunt,Zara Twin-Marked
Court of Envy,grunt,Garnet Shadow Blessed
Court of Envy,grunt,Dania Echo-Crowned
Court of Envy,grunt,Jalal Hidden Ambition
Court of Envy,grunt,Dania Stolen Honor
Court of Envy,grunt,Huda Secret Hunger
Court of Envy,grunt,Zephyr The Jealous
Court of Envy,grunt,Yamina Echo-Anointed
Court of Envy,grunt,Sana Coveted One
Court of Envy,grunt,Rowan Twin-Souled
Court of Envy,grunt,Indigo Crown-Seeker
Court of Envy,elite,Rania House Whispered Court
Court of Envy,elite,Safiya House Emerald Court
Court of Envy,elite,Khalid House Green Coil
Court of Envy,elite,Moss House Echoing Hall
Court of Envy,elite,Meridian House Reflection
Court of Envy,elite,Shale House Silent Throne
Court of Envy,elite,Darian House Whispered Court
Court of Envy,elite,Rayan Silver Veil
Court of Envy,elite,Khalid House Twin Crown
Court of Envy,elite,Noor House Glass Throne
Court of Envy,elite,Veyn House Whispered Name
Court of Envy,elite,Ayman House Shadow Crown
Court of Envy,elite,Omar House Shadow Hall
Court of Envy,elite,Nyx House Veiled Reflection
Court of Envy,elite,Moss House Secret Crown
Court of Envy,elite,Jamila House Stolen Honor
Court of Envy,elite,Sana House Echoing Hall
Court of Envy,elite,Zayn House Twin Serpent
Court of Envy,elite,Kairo House Echo Hall
Court of Envy,elite,Fahim House Secret Crown
Court of Envy,elite,Adil House Glass Throne
Court of Envy,elite,Noor House Whispered Name
Court of Envy,elite,Frost House Glass Regent
Court of Envy,elite,Sable House Echo
Court of Envy,elite,Frost House Mirror Vein
Court of Envy,elite,Darian House Twin Serpent
Court of Envy,elite,Omar House Serikar
Court of Envy,elite,Dania House Secret Name
Court of Envy,elite,Nadir House Hidden Face
Court of Envy,elite,Azure House Stolen Birthright
Court of Envy,elite,Rayan House Glass Coil
Court of Envy,elite,Rafiq House Whispered Name
Court of Envy,elite,Ivory House False Crown
Court of Envy,elite,Shirin House Coveted Throne
Court of Envy,elite,Raif House Twin Flame
Court of Envy,elite,Faruq House Glass Coil
Court of Envy,elite,Zephyr House Shadow Hall
Court of Envy,elite,Harun House False Crown
Court of Envy,elite,Fariha House Coveted Kingdom
Court of Envy,elite,Zara House Coveted Kingdom
Court of Envy,elite,Samira Mirror Court
Court of Envy,elite,Fahim House Looking Hall
Court of Envy,elite,Faruq House Shade Reflection
Court of Envy,elite,Samina House Reflection
Court of Envy,elite,Yusef House Glass Regent
Court of Envy,elite,Flint House Twin Flame
Court of Envy,elite,Phoenix House Hidden Glory
Court of Envy,elite,Zahir House Stolen Honor
Court of Envy,elite,Inaya House Looking Glass
Court of Envy,elite,Latif House Silent Mirror
Court of Envy,elite,Selim House Whispered Name
Court of Envy,elite,Rania House Stolen Crown
Court of Envy,elite,Zayed House Glass Coil
Court of Envy,elite,Karim House Secret Crown
Court of Envy,elite,Fariha House Twin Flame
Court of Envy,elite,Rania House Emerald Throne
Court of Envy,elite,Winter House Whispered Name
